event_id,date,away_team,away_player,away_score,home_team,home_player,home_score,total_score,league,home_str,away_str,players,odd_over,odd_under,handicap,prob_over,prob_under,ev_over,ev_under,bet_type,bet_odd,bet_prob,bet_ev,hot_ev,minimum_line,minimum_odd,time_sent,lambda_pred,ended,raw_score,profit,result,canceled,sent,message_id,chat_id,edited,result_emoji,time_range,saved_on_excel,month,totally_processed,league_id
9596037,2025-03-01 03:30:00,Real Sociedad,Razvan,4.0,Rangers,Jetli,2.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9596016,2025-03-01 03:30:00,Lazio,Hussein,3.0,PAOK,Sensei,3.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9589948,2025-03-01 04:00:00,Juventus,Dennis,1.0,Arsenal,Jack,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9590773,2025-03-01 04:00:00,Benfica,Klaus,2.0,Barcelona,Potter,3.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9589944,2025-03-01 04:15:00,Juventus,Dennis,1.0,Bayer 04,Dempsey,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9590772,2025-03-01 04:15:00,Barcelona,Potter,2.0,Arsenal,Jack,2.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9589967,2025-03-01 04:30:00,Benfica,Klaus,0.0,Bayer 04,Dempsey,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9590776,2025-03-01 04:30:00,Barcelona,Potter,1.0,Juventus,Dennis,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9589945,2025-03-01 04:45:00,Arsenal,Jack,1.0,Benfica,Klaus,2.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9590771,2025-03-01 04:45:00,Barcelona,Potter,2.0,Bayer 04,Dempsey,1.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9589942,2025-03-01 05:00:00,Juventus,Dennis,0.0,Benfica,Klaus,3.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9589947,2025-03-01 05:00:00,Arsenal,Jack,0.0,Bayer 04,Dempsey,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9590774,2025-03-01 05:15:00,Barcelona,Potter,2.0,Benfica,Klaus,1.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9589953,2025-03-01 05:15:00,Arsenal,Jack,1.0,Juventus,Dennis,2.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9590775,2025-03-01 05:30:00,Arsenal,Jack,1.0,Barcelona,Potter,3.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9589955,2025-03-01 05:30:00,Bayer 04,Dempsey,1.0,Juventus,Dennis,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9590770,2025-03-01 05:45:00,Juventus,Dennis,1.0,Barcelona,Potter,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9589966,2025-03-01 05:45:00,Bayer 04,Dempsey,3.0,Benfica,Klaus,2.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9589941,2025-03-01 06:00:00,Benfica,Klaus,2.0,Arsenal,Jack,1.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9590777,2025-03-01 06:00:00,Bayer 04,Dempsey,1.0,Barcelona,Potter,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9589952,2025-03-01 06:15:00,Bayer 04,Dempsey,1.0,Arsenal,Jack,2.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9589956,2025-03-01 06:15:00,Benfica,Klaus,2.0,Juventus,Dennis,3.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9590293,2025-03-01 06:30:00,Real Madrid,Klaus,1.0,A.Bilbao,Potter,4.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9590329,2025-03-01 06:30:00,Girona,Dennis,1.0,A.Madrid,Jack,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9590302,2025-03-01 06:45:00,A.Bilbao,Potter,3.0,A.Madrid,Jack,1.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9590371,2025-03-01 06:45:00,Girona,Dennis,1.0,Barcelona,Dempsey,3.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9590296,2025-03-01 07:00:00,Real Madrid,Klaus,0.0,Barcelona,Dempsey,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9590297,2025-03-01 07:00:00,A.Bilbao,Potter,1.0,Girona,Dennis,2.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9596376,2025-03-01 07:00:00,Panathinaikos,Vendetta,2.0,Fiorentina,Diego,3.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9596377,2025-03-01 07:00:00,Real Betis,Carlos,1.0,Chelsea,Delpiero,3.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9590290,2025-03-01 07:15:00,A.Bilbao,Potter,0.0,Barcelona,Dempsey,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9590306,2025-03-01 07:15:00,A.Madrid,Jack,3.0,Real Madrid,Klaus,2.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9596496,2025-03-01 07:15:00,Real Betis,Carlos,5.0,Rapid Vienna,Lucas,1.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9596497,2025-03-01 07:15:00,Fiorentina,Diego,1.0,Chelsea,Delpiero,2.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9590284,2025-03-01 07:30:00,Girona,Dennis,2.0,Real Madrid,Klaus,1.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9590323,2025-03-01 07:30:00,A.Madrid,Jack,2.0,Barcelona,Dempsey,1.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9596544,2025-03-01 07:30:00,Panathinaikos,Vendetta,2.0,Rapid Vienna,Lucas,2.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9596545,2025-03-01 07:30:00,Fiorentina,Diego,5.0,Real Betis,Carlos,6.0,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9596570,2025-03-01 07:45:00,Fiorentina,Diego,1.0,Rapid Vienna,Lucas,3.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9596571,2025-03-01 07:45:00,Chelsea,Delpiero,3.0,Panathinaikos,Vendetta,2.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9590285,2025-03-01 08:00:00,A.Bilbao,Potter,0.0,Real Madrid,Klaus,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9590324,2025-03-01 08:00:00,A.Madrid,Jack,2.0,Girona,Dennis,2.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9596599,2025-03-01 08:00:00,Chelsea,Delpiero,1.0,Rapid Vienna,Lucas,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9596601,2025-03-01 08:00:00,Real Betis,Carlos,2.0,Panathinaikos,Vendetta,2.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9590301,2025-03-01 08:15:00,A.Madrid,Jack,2.0,A.Bilbao,Potter,1.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9590374,2025-03-01 08:15:00,Barcelona,Dempsey,0.0,Girona,Dennis,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9596639,2025-03-01 08:15:00,Chelsea,Delpiero,2.0,Real Betis,Carlos,2.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9596638,2025-03-01 08:15:00,Fiorentina,Diego,3.0,Panathinaikos,Vendetta,4.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9596680,2025-03-01 08:30:00,Chelsea,Delpiero,1.0,Fiorentina,Diego,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9590286,2025-03-01 08:30:00,Girona,Dennis,1.0,A.Bilbao,Potter,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9590289,2025-03-01 08:30:00,Barcelona,Dempsey,1.0,Real Madrid,Klaus,2.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9596679,2025-03-01 08:30:00,Rapid Vienna,Lucas,2.0,Real Betis,Carlos,2.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9596731,2025-03-01 08:45:00,Real Betis,Carlos,2.0,Fiorentina,Diego,3.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9590292,2025-03-01 08:45:00,Barcelona,Dempsey,3.0,A.Bilbao,Potter,0.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9596730,2025-03-01 08:45:00,Rapid Vienna,Lucas,2.0,Panathinaikos,Vendetta,3.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9590298,2025-03-01 08:45:00,Real Madrid,Klaus,1.0,A.Madrid,Jack,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9590304,2025-03-01 09:00:00,Real Madrid,Klaus,3.0,Girona,Dennis,1.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9590325,2025-03-01 09:00:00,Barcelona,Dempsey,1.0,A.Madrid,Jack,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9596769,2025-03-01 09:00:00,Rapid Vienna,Lucas,4.0,Fiorentina,Diego,2.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9596770,2025-03-01 09:00:00,Panathinaikos,Vendetta,3.0,Chelsea,Delpiero,1.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9596822,2025-03-01 09:15:00,Panathinaikos,Vendetta,2.0,Real Betis,Carlos,4.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9596821,2025-03-01 09:15:00,Rapid Vienna,Lucas,1.0,Chelsea,Delpiero,3.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9591012,2025-03-01 09:15:00,Inter,Dennis,1.0,Man City,Jack,2.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9591003,2025-03-01 09:15:00,PSG,Klaus,2.0,Real Madrid,Potter,3.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9596872,2025-03-01 09:30:00,Man Utd,Vendetta,2.0,Chelsea,Diego,5.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9596871,2025-03-01 09:30:00,Arsenal,Carlos,2.0,Nottm Forest,Delpiero,3.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9590987,2025-03-01 09:30:00,Inter,Dennis,0.0,Bayern,Dempsey,3.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9591000,2025-03-01 09:30:00,Real Madrid,Potter,1.0,Man City,Jack,2.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9591001,2025-03-01 09:45:00,PSG,Klaus,2.0,Bayern,Dempsey,2.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9596910,2025-03-01 09:45:00,Arsenal,Carlos,6.0,Man City,Lucas,0.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9596911,2025-03-01 09:45:00,Chelsea,Diego,2.0,Nottm Forest,Delpiero,3.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9590980,2025-03-01 09:45:00,Real Madrid,Potter,3.0,Inter,Dennis,4.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9590990,2025-03-01 10:00:00,Real Madrid,Potter,1.0,Bayern,Dempsey,2.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9591011,2025-03-01 10:00:00,Man City,Jack,1.0,PSG,Klaus,3.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9596947,2025-03-01 10:00:00,Man Utd,Vendetta,5.0,Man City,Lucas,2.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9596948,2025-03-01 10:00:00,Chelsea,Diego,4.0,Arsenal,Carlos,4.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9597017,2025-03-01 10:15:00,Chelsea,Diego,4.0,Man City,Lucas,5.0,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9597018,2025-03-01 10:15:00,Nottm Forest,Delpiero,3.0,Man Utd,Vendetta,3.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9591014,2025-03-01 10:15:00,Man City,Jack,3.0,Bayern,Dempsey,1.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9591002,2025-03-01 10:15:00,Inter,Dennis,3.0,PSG,Klaus,4.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9597068,2025-03-01 10:30:00,Arsenal,Carlos,2.0,Man Utd,Vendetta,4.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9590979,2025-03-01 10:30:00,Man City,Jack,3.0,Inter,Dennis,5.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9597067,2025-03-01 10:30:00,Nottm Forest,Delpiero,2.0,Man City,Lucas,2.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9590983,2025-03-01 10:30:00,Real Madrid,Potter,4.0,PSG,Klaus,2.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9591015,2025-03-01 10:45:00,Bayern,Dempsey,2.0,Inter,Dennis,1.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9590981,2025-03-01 10:45:00,Man City,Jack,3.0,Real Madrid,Potter,3.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9590998,2025-03-01 11:00:00,Bayern,Dempsey,0.0,PSG,Klaus,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9597142,2025-03-01 11:00:00,Chelsea,Diego,3.0,Man Utd,Vendetta,3.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9597143,2025-03-01 11:00:00,Nottm Forest,Delpiero,4.0,Arsenal,Carlos,2.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9590988,2025-03-01 11:00:00,Inter,Dennis,2.0,Real Madrid,Potter,3.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9597183,2025-03-01 11:15:00,Nottm Forest,Delpiero,2.0,Chelsea,Diego,4.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9597182,2025-03-01 11:15:00,Man City,Lucas,2.0,Arsenal,Carlos,3.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9591009,2025-03-01 11:15:00,PSG,Klaus,3.0,Man City,Jack,1.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9591007,2025-03-01 11:15:00,Bayern,Dempsey,2.0,Real Madrid,Potter,2.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9590984,2025-03-01 11:30:00,Bayern,Dempsey,2.0,Man City,Jack,1.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9591004,2025-03-01 11:30:00,PSG,Klaus,1.0,Inter,Dennis,2.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9597212,2025-03-01 11:30:00,Arsenal,Carlos,3.0,Chelsea,Diego,3.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9597213,2025-03-01 11:30:00,Man City,Lucas,2.0,Man Utd,Vendetta,1.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9597259,2025-03-01 11:45:00,Man City,Lucas,3.0,Chelsea,Diego,3.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9597258,2025-03-01 11:45:00,Man Utd,Vendetta,2.0,Nottm Forest,Delpiero,2.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9591605,2025-03-01 12:00:00,AC Milan,Goliath,0.0,Aston Villa,Prince,3.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9597338,2025-03-01 12:00:00,Man City,Lucas,3.0,Nottm Forest,Delpiero,4.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9597339,2025-03-01 12:00:00,Man Utd,Vendetta,2.0,Arsenal,Carlos,2.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9591592,2025-03-01 12:15:00,A.Madrid,Denver,,Aston Villa,Prince,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9591594,2025-03-01 12:15:00,AC Milan,Goliath,2.0,Dortmund,Persie,4.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9597407,2025-03-01 12:15:00,A.Bilbao,Carlos,3.0,Olympiakos,Delpiero,4.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9597408,2025-03-01 12:15:00,Galatasaray,Vendetta,3.0,Tottenham,Diego,1.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9597516,2025-03-01 12:30:00,Tottenham,Diego,8.0,Olympiakos,Delpiero,2.0,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9597517,2025-03-01 12:30:00,A.Bilbao,Carlos,2.0,Lyon,Lucas,5.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9591689,2025-03-01 12:30:00,Lille,Shelby,3.0,Dortmund,Persie,3.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9591603,2025-03-01 12:30:00,A.Madrid,Denver,,AC Milan,Goliath,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9591593,2025-03-01 12:45:00,Aston Villa,Prince,3.0,Lille,Shelby,2.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9597545,2025-03-01 12:45:00,Tottenham,Diego,3.0,A.Bilbao,Carlos,2.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9597544,2025-03-01 12:45:00,Galatasaray,Vendetta,1.0,Lyon,Lucas,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9591687,2025-03-01 12:45:00,A.Madrid,Denver,,Dortmund,Persie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9597792,2025-03-01 13:00:00,Tottenham,Diego,4.0,Lyon,Lucas,2.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9597791,2025-03-01 13:00:00,Olympiakos,Delpiero,1.0,Galatasaray,Vendetta,4.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9591597,2025-03-01 13:00:00,Aston Villa,Prince,3.0,Dortmund,Persie,4.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9591588,2025-03-01 13:00:00,AC Milan,Goliath,0.0,Lille,Shelby,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9597963,2025-03-01 13:15:00,Olympiakos,Delpiero,2.0,Lyon,Lucas,1.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9597964,2025-03-01 13:15:00,A.Bilbao,Carlos,3.0,Galatasaray,Vendetta,5.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9591599,2025-03-01 13:15:00,Aston Villa,Prince,1.0,AC Milan,Goliath,4.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9598024,2025-03-01 13:30:00,Tottenham,Diego,3.0,Galatasaray,Vendetta,3.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9598023,2025-03-01 13:30:00,Olympiakos,Delpiero,3.0,A.Bilbao,Carlos,0.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9591596,2025-03-01 13:30:00,Aston Villa,Prince,,A.Madrid,Denver,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9591600,2025-03-01 13:30:00,Dortmund,Persie,2.0,AC Milan,Goliath,1.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9598084,2025-03-01 13:45:00,Lyon,Lucas,0.0,A.Bilbao,Carlos,3.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9591602,2025-03-01 13:45:00,AC Milan,Goliath,,A.Madrid,Denver,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9598083,2025-03-01 13:45:00,Olympiakos,Delpiero,1.0,Tottenham,Diego,6.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9591690,2025-03-01 13:45:00,Dortmund,Persie,3.0,Lille,Shelby,2.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
